year,county_ID,county_name,urbanicity,region,pop_category,population,prison_population
1995,6047,Merced,small/mid,West,Total,116909,807
1996,6047,Merced,small/mid,West,Total,116433,904
1997,6047,Merced,small/mid,West,Total,119629,960
1998,6047,Merced,small/mid,West,Total,123305,1036
1999,6047,Merced,small/mid,West,Total,126981,1065
2000,6047,Merced,small/mid,West,Total,131174,1078
2001,6047,Merced,small/mid,West,Total,136463,1057
2002,6047,Merced,small/mid,West,Total,141603,1087
2003,6047,Merced,small/mid,West,Total,146591,1148
2004,6047,Merced,small/mid,West,Total,151041,1188
2005,6047,Merced,small/mid,West,Total,155218,1286
2006,6047,Merced,small/mid,West,Total,157601,1334
2007,6047,Merced,small/mid,West,Total,160220,1260
2008,6047,Merced,small/mid,West,Total,161784,1170
2009,6047,Merced,small/mid,West,Total,163208,1181
2010,6047,Merced,small/mid,West,Total,165329,1105
2011,6047,Merced,small/mid,West,Total,166118,894
2012,6047,Merced,small/mid,West,Total,168397,871
2013,6047,Merced,small/mid,West,Total,169169,968
2014,6047,Merced,small/mid,West,Total,169675,1003
2015,6047,Merced,small/mid,West,Total,171096,897
1991,6049,Modoc,rural,West,Total,5857,36
1992,6049,Modoc,rural,West,Total,5920,33
1993,6049,Modoc,rural,West,Total,5794,27
1994,6049,Modoc,rural,West,Total,5900,40
1995,6049,Modoc,rural,West,Total,5849,34
1996,6049,Modoc,rural,West,Total,5939,45
1997,6049,Modoc,rural,West,Total,5985,44
1998,6049,Modoc,rural,West,Total,5874,53
1999,6049,Modoc,rural,West,Total,5886,44
2000,6049,Modoc,rural,West,Total,5849,41
2001,6049,Modoc,rural,West,Total,5836,55
2002,6049,Modoc,rural,West,Total,5885,57
2003,6049,Modoc,rural,West,Total,5998,58
2004,6049,Modoc,rural,West,Total,6113,54
2005,6049,Modoc,rural,West,Total,6090,58
2006,6049,Modoc,rural,West,Total,6146,58
2007,6049,Modoc,rural,West,Total,6051,53
2008,6049,Modoc,rural,West,Total,6073,39
2009,6049,Modoc,rural,West,Total,6061,38
2010,6049,Modoc,rural,West,Total,6070,37
2011,6049,Modoc,rural,West,Total,6075,27
2012,6049,Modoc,rural,West,Total,5957,21
2013,6049,Modoc,rural,West,Total,5771,28
2014,6049,Modoc,rural,West,Total,5549,22
2015,6049,Modoc,rural,West,Total,5419,24
1991,6051,Mono,rural,West,Total,7206,17
1992,6051,Mono,rural,West,Total,7445,12
1993,6051,Mono,rural,West,Total,7815,12
1994,6051,Mono,rural,West,Total,8236,11
1995,6051,Mono,rural,West,Total,8348,12
1996,6051,Mono,rural,West,Total,8429,18
1997,6051,Mono,rural,West,Total,8671,15
1998,6051,Mono,rural,West,Total,8782,11
1999,6051,Mono,rural,West,Total,9237,14
2000,6051,Mono,rural,West,Total,9460,21
2001,6051,Mono,rural,West,Total,9767,28
2002,6051,Mono,rural,West,Total,9981,29
2003,6051,Mono,rural,West,Total,10000,29
2004,6051,Mono,rural,West,Total,10069,17
2005,6051,Mono,rural,West,Total,10130,12
2006,6051,Mono,rural,West,Total,10236,23
2007,6051,Mono,rural,West,Total,10128,30
2008,6051,Mono,rural,West,Total,10155,23
2009,6051,Mono,rural,West,Total,10261,31
2010,6051,Mono,rural,West,Total,10334,24
2011,6051,Mono,rural,West,Total,10340,20
2012,6051,Mono,rural,West,Total,10381,19
2013,6051,Mono,rural,West,Total,10280,23
2014,6051,Mono,rural,West,Total,10049,22
2015,6051,Mono,rural,West,Total,10008,17
1991,6053,Monterey,small/mid,West,Total,239756,1033
1992,6053,Monterey,small/mid,West,Total,243487,1016
1993,6053,Monterey,small/mid,West,Total,240885,1049
1994,6053,Monterey,small/mid,West,Total,225053,1113
1995,6053,Monterey,small/mid,West,Total,226410,1122
1996,6053,Monterey,small/mid,West,Total,230706,1248
1997,6053,Monterey,small/mid,West,Total,243534,1417
1998,6053,Monterey,small/mid,West,Total,253503,1507
1999,6053,Monterey,small/mid,West,Total,260844,1488
2000,6053,Monterey,small/mid,West,Total,266593,1473
2001,6053,Monterey,small/mid,West,Total,270453,1374
2002,6053,Monterey,small/mid,West,Total,272833,1459
2003,6053,Monterey,small/mid,West,Total,274454,1571
2004,6053,Monterey,small/mid,West,Total,274585,1656
2005,6053,Monterey,small/mid,West,Total,272803,1679
2006,6053,Monterey,small/mid,West,Total,271341,1825
2007,6053,Monterey,small/mid,West,Total,271666,1883
2008,6053,Monterey,small/mid,West,Total,273389,1786
2009,6053,Monterey,small/mid,West,Total,275670,1774
2010,6053,Monterey,small/mid,West,Total,278472,1726
2011,6053,Monterey,small/mid,West,Total,279391,1653
2012,6053,Monterey,small/mid,West,Total,281432,1584
2013,6053,Monterey,small/mid,West,Total,283029,1614
2014,6053,Monterey,small/mid,West,Total,282705,1646
2015,6053,Monterey,small/mid,West,Total,282168,1559
1991,6055,Napa,small/mid,West,Total,70727,279
1992,6055,Napa,small/mid,West,Total,72119,304
1993,6055,Napa,small/mid,West,Total,72248,323
1994,6055,Napa,small/mid,West,Total,72743,347
1995,6055,Napa,small/mid,West,Total,73122,376
1996,6055,Napa,small/mid,West,Total,73833,376
1997,6055,Napa,small/mid,West,Total,75696,362
1998,6055,Napa,small/mid,West,Total,77533,345
1999,6055,Napa,small/mid,West,Total,79216,309
2000,6055,Napa,small/mid,West,Total,80679,323
2001,6055,Napa,small/mid,West,Total,82470,339
2002,6055,Napa,small/mid,West,Total,84243,354
2003,6055,Napa,small/mid,West,Total,85303,396
2004,6055,Napa,small/mid,West,Total,85669,409
2005,6055,Napa,small/mid,West,Total,86037,421
2006,6055,Napa,small/mid,West,Total,86898,412
2007,6055,Napa,small/mid,West,Total,87760,416
2008,6055,Napa,small/mid,West,Total,88670,424
2009,6055,Napa,small/mid,West,Total,89345,416
2010,6055,Napa,small/mid,West,Total,90189,388
2011,6055,Napa,small/mid,West,Total,90315,352
2012,6055,Napa,small/mid,West,Total,90867,308
2013,6055,Napa,small/mid,West,Total,91078,322
2014,6055,Napa,small/mid,West,Total,91535,295
2015,6055,Napa,small/mid,West,Total,91908,299
1991,6057,Nevada,rural,West,Total,49290,113
1992,6057,Nevada,rural,West,Total,50479,129
1993,6057,Nevada,rural,West,Total,50911,139
1994,6057,Nevada,rural,West,Total,51686,135
1995,6057,Nevada,rural,West,Total,52523,136
1996,6057,Nevada,rural,West,Total,53575,141
1997,6057,Nevada,rural,West,Total,55051,151
1998,6057,Nevada,rural,West,Total,56521,164
1999,6057,Nevada,rural,West,Total,57699,153
2000,6057,Nevada,rural,West,Total,59363,142
2001,6057,Nevada,rural,West,Total,60674,166
2002,6057,Nevada,rural,West,Total,61775,185
2003,6057,Nevada,rural,West,Total,62534,195
2004,6057,Nevada,rural,West,Total,63413,163
2005,6057,Nevada,rural,West,Total,64211,169
2006,6057,Nevada,rural,West,Total,64438,176
2007,6057,Nevada,rural,West,Total,64438,161
2008,6057,Nevada,rural,West,Total,64370,154
2009,6057,Nevada,rural,West,Total,64449,148
2010,6057,Nevada,rural,West,Total,64466,145
2011,6057,Nevada,rural,West,Total,64422,119
2012,6057,Nevada,rural,West,Total,64015,105
2013,6057,Nevada,rural,West,Total,62754,114
2014,6057,Nevada,rural,West,Total,61813,122
2015,6057,Nevada,rural,West,Total,61325,98
1991,6059,Orange,urban,West,Total,1691624,3815
1992,6059,Orange,urban,West,Total,1713223,4714
1993,6059,Orange,urban,West,Total,1722309,5524
1994,6059,Orange,urban,West,Total,1732501,6080
1995,6059,Orange,urban,West,Total,1746838,7435
1996,6059,Orange,urban,West,Total,1764461,7836
1997,6059,Orange,urban,West,Total,1812622,8372
1998,6059,Orange,urban,West,Total,1861647,8521
1999,6059,Orange,urban,West,Total,1892429,8758
2000,6059,Orange,urban,West,Total,1919715,8619
2001,6059,Orange,urban,West,Total,1941913,8325
2002,6059,Orange,urban,West,Total,1959850,8375
2003,6059,Orange,urban,West,Total,1977370,8754
2004,6059,Orange,urban,West,Total,1991040,8856
2005,6059,Orange,urban,West,Total,1996910,9318
2006,6059,Orange,urban,West,Total,2000484,9247
2007,6059,Orange,urban,West,Total,2005395,9831
2008,6059,Orange,urban,West,Total,2023153,9723
2009,6059,Orange,urban,West,Total,2044471,9527
2010,6059,Orange,urban,West,Total,2059912,9045
2011,6059,Orange,urban,West,Total,2065265,8108
2012,6059,Orange,urban,West,Total,2090451,7315
2013,6059,Orange,urban,West,Total,2106186,7068
2014,6059,Orange,urban,West,Total,2121484,6893
2015,6059,Orange,urban,West,Total,2132185,6604
1991,6061,Placer,suburban,West,Total,117986,276
1992,6061,Placer,suburban,West,Total,121776,301
1993,6061,Placer,suburban,West,Total,124743,333
1994,6061,Placer,suburban,West,Total,128617,422
1995,6061,Placer,suburban,West,Total,133015,477
1996,6061,Placer,suburban,West,Total,137178,573
1997,6061,Placer,suburban,West,Total,142363,640
1998,6061,Placer,suburban,West,Total,148678,684
1999,6061,Placer,suburban,West,Total,155939,690
2000,6061,Placer,suburban,West,Total,163150,788
2001,6061,Placer,suburban,West,Total,171902,806
2002,6061,Placer,suburban,West,Total,180811,888
2003,6061,Placer,suburban,West,Total,189805,876
2004,6061,Placer,suburban,West,Total,197798,924
2005,6061,Placer,suburban,West,Total,204418,964
2006,6061,Placer,suburban,West,Total,209853,975
2007,6061,Placer,suburban,West,Total,214466,1003
2008,6061,Placer,suburban,West,Total,219264,979
2009,6061,Placer,suburban,West,Total,222754,968
2010,6061,Placer,suburban,West,Total,225471,973
2011,6061,Placer,suburban,West,Total,226533,792
2012,6061,Placer,suburban,West,Total,230336,673
2013,6061,Placer,suburban,West,Total,231450,683
2014,6061,Placer,suburban,West,Total,233730,689
2015,6061,Placer,suburban,West,Total,235201,670
1991,6063,Plumas,rural,West,Total,12283,25
1992,6063,Plumas,rural,West,Total,12669,32
1993,6063,Plumas,rural,West,Total,12807,28
1994,6063,Plumas,rural,West,Total,12672,27
1995,6063,Plumas,rural,West,Total,12679,33
1996,6063,Plumas,rural,West,Total,12691,29
1997,6063,Plumas,rural,West,Total,12953,38
1998,6063,Plumas,rural,West,Total,13122,45
1999,6063,Plumas,rural,West,Total,13347,40
2000,6063,Plumas,rural,West,Total,13313,49
2001,6063,Plumas,rural,West,Total,13369,62
2002,6063,Plumas,rural,West,Total,13515,61
2003,6063,Plumas,rural,West,Total,13659,45
2004,6063,Plumas,rural,West,Total,13805,60
2005,6063,Plumas,rural,West,Total,13923,72
2006,6063,Plumas,rural,West,Total,13768,71
2007,6063,Plumas,rural,West,Total,13679,66
2008,6063,Plumas,rural,West,Total,13456,68
2009,6063,Plumas,rural,West,Total,13137,78
2010,6063,Plumas,rural,West,Total,12980,62
2011,6063,Plumas,rural,West,Total,12887,56
2012,6063,Plumas,rural,West,Total,12619,42
2013,6063,Plumas,rural,West,Total,12113,40
2014,6063,Plumas,rural,West,Total,11654,46
2015,6063,Plumas,rural,West,Total,11353,42
1991,6065,Riverside,urban,West,Total,764663,3551
1992,6065,Riverside,urban,West,Total,787612,3974
1993,6065,Riverside,urban,West,Total,799602,4781
1994,6065,Riverside,urban,West,Total,814591,5183
1995,6065,Riverside,urban,West,Total,828453,5966
1996,6065,Riverside,urban,West,Total,838693,6754
1997,6065,Riverside,urban,West,Total,862028,7730
1998,6065,Riverside,urban,West,Total,891601,8121
1999,6065,Riverside,urban,West,Total,926507,8298
2000,6065,Riverside,urban,West,Total,963717,8513
2001,6065,Riverside,urban,West,Total,1005995,8601
2002,6065,Riverside,urban,West,Total,1057469,9281
2003,6065,Riverside,urban,West,Total,1118148,9607
2004,6065,Riverside,urban,West,Total,1180590,9844
2005,6065,Riverside,urban,West,Total,1236085,10702
2006,6065,Riverside,urban,West,Total,1293669,10842
2007,6065,Riverside,urban,West,Total,1338705,10626
2008,6065,Riverside,urban,West,Total,1362573,10793
2009,6065,Riverside,urban,West,Total,1391664,10626
2010,6065,Riverside,urban,West,Total,1423920,10482
2011,6065,Riverside,urban,West,Total,1433887,9907
2012,6065,Riverside,urban,West,Total,1460506,9263
2013,6065,Riverside,urban,West,Total,1478332,9695
2014,6065,Riverside,urban,West,Total,1494218,9948
2015,6065,Riverside,urban,West,Total,1512727,9159
1991,6067,Sacramento,urban,West,Total,728878,4258
1992,6067,Sacramento,urban,West,Total,736236,4457
1993,6067,Sacramento,urban,West,Total,734642,4623
1994,6067,Sacramento,urban,West,Total,731328,4858
1995,6067,Sacramento,urban,West,Total,735370,5263
1996,6067,Sacramento,urban,West,Total,743202,5748
1997,6067,Sacramento,urban,West,Total,756610,6127
1998,6067,Sacramento,urban,West,Total,772520,6716
1999,6067,Sacramento,urban,West,Total,790184,6948
2000,6067,Sacramento,urban,West,Total,809239,6886
2001,6067,Sacramento,urban,West,Total,837105,6797
2002,6067,Sacramento,urban,West,Total,865109,6779
2003,6067,Sacramento,urban,West,Total,886947,6841
2004,6067,Sacramento,urban,West,Total,904234,6832
2005,6067,Sacramento,urban,West,Total,916114,6923
2006,6067,Sacramento,urban,West,Total,924983,7141
2007,6067,Sacramento,urban,West,Total,934809,7301
2008,6067,Sacramento,urban,West,Total,943834,7522
2009,6067,Sacramento,urban,West,Total,954442,7604
2010,6067,Sacramento,urban,West,Total,961211,7526
2011,6067,Sacramento,urban,West,Total,963300,7022
2012,6067,Sacramento,urban,West,Total,971899,6470
2013,6067,Sacramento,urban,West,Total,976172,6594
2014,6067,Sacramento,urban,West,Total,981049,6572
2015,6067,Sacramento,urban,West,Total,989552,6530
1991,6069,San Benito,suburban,West,Total,23448,54
1992,6069,San Benito,suburban,West,Total,24051,78
1993,6069,San Benito,suburban,West,Total,24687,88
1994,6069,San Benito,suburban,West,Total,25404,79
1995,6069,San Benito,suburban,West,Total,26397,101
1996,6069,San Benito,suburban,West,Total,27568,106
1997,6069,San Benito,suburban,West,Total,29436,84
1998,6069,San Benito,suburban,West,Total,31278,93
1999,6069,San Benito,suburban,West,Total,33095,103
2000,6069,San Benito,suburban,West,Total,34809,100
2001,6069,San Benito,suburban,West,Total,35719,91
2002,6069,San Benito,suburban,West,Total,35976,129
2003,6069,San Benito,suburban,West,Total,36189,110
2004,6069,San Benito,suburban,West,Total,36132,117
2005,6069,San Benito,suburban,West,Total,36222,128
2006,6069,San Benito,suburban,West,Total,35878,125
2007,6069,San Benito,suburban,West,Total,35831,117
2008,6069,San Benito,suburban,West,Total,35985,107
2009,6069,San Benito,suburban,West,Total,36236,129
2010,6069,San Benito,suburban,West,Total,36782,153
2011,6069,San Benito,suburban,West,Total,36983,140
2012,6069,San Benito,suburban,West,Total,37386,123
2013,6069,San Benito,suburban,West,Total,37774,113
2014,6069,San Benito,suburban,West,Total,38211,109
2015,6069,San Benito,suburban,West,Total,38528,106
1991,6071,San Bernardino,suburban,West,Total,948543,4149
1992,6071,San Bernardino,suburban,West,Total,974589,4452
1993,6071,San Bernardino,suburban,West,Total,977880,5117
1994,6071,San Bernardino,suburban,West,Total,978798,5916
1995,6071,San Bernardino,suburban,West,Total,987648,6970
1996,6071,San Bernardino,suburban,West,Total,998768,7784
1997,6071,San Bernardino,suburban,West,Total,1019515,8768
1998,6071,San Bernardino,suburban,West,Total,1045820,9026
1999,6071,San Bernardino,suburban,West,Total,1075402,9691
2000,6071,San Bernardino,suburban,West,Total,1104197,10305
2001,6071,San Bernardino,suburban,West,Total,1139659,9960
2002,6071,San Bernardino,suburban,West,Total,1172025,10491
2003,6071,San Bernardino,suburban,West,Total,1208505,10879
2004,6071,San Bernardino,suburban,West,Total,1252744,11133
2005,6071,San Bernardino,suburban,West,Total,1290469,11720
2006,6071,San Bernardino,suburban,West,Total,1318205,12463
2007,6071,San Bernardino,suburban,West,Total,1334671,12253
2008,6071,San Bernardino,suburban,West,Total,1343691,12541
2009,6071,San Bernardino,suburban,West,Total,1353525,12575
2010,6071,San Bernardino,suburban,West,Total,1368915,12226
2011,6071,San Bernardino,suburban,West,Total,1374242,10782
2012,6071,San Bernardino,suburban,West,Total,1390754,9319
2013,6071,San Bernardino,suburban,West,Total,1399140,9171
2014,6071,San Bernardino,suburban,West,Total,1404281,9154
2015,6071,San Bernardino,suburban,West,Total,1413812,8304
1991,6073,San Diego,urban,West,Total,1716519,7723
1992,6073,San Diego,urban,West,Total,1739655,8430
1993,6073,San Diego,urban,West,Total,1730457,9473
1994,6073,San Diego,urban,West,Total,1731894,10118
1995,6073,San Diego,urban,West,Total,1731257,11100
1996,6073,San Diego,urban,West,Total,1745819,11791
1997,6073,San Diego,urban,West,Total,1779581,12237
1998,6073,San Diego,urban,West,Total,1820954,12726
1999,6073,San Diego,urban,West,Total,1867701,12981
2000,6073,San Diego,urban,West,Total,1899917,12871
2001,6073,San Diego,urban,West,Total,1938020,12680
2002,6073,San Diego,urban,West,Total,1969245,12777
2003,6073,San Diego,urban,West,Total,1983374,12415
2004,6073,San Diego,urban,West,Total,2005555,12465
2005,6073,San Diego,urban,West,Total,2021646,12893
2006,6073,San Diego,urban,West,Total,2038348,12835
2007,6073,San Diego,urban,West,Total,2062278,12846
2008,6073,San Diego,urban,West,Total,2094283,12707
2009,6073,San Diego,urban,West,Total,2123145,12554
2010,6073,San Diego,urban,West,Total,2147740,11890
2011,6073,San Diego,urban,West,Total,2153947,10774
2012,6073,San Diego,urban,West,Total,2176499,9483
2013,6073,San Diego,urban,West,Total,2197273,9191
2014,6073,San Diego,urban,West,Total,2215992,9282
2015,6073,San Diego,urban,West,Total,2237794,8586
1991,6075,San Francisco,urban,West,Total,524508,3321
1992,6075,San Francisco,urban,West,Total,529925,3276
1993,6075,San Francisco,urban,West,Total,533814,3634
1994,6075,San Francisco,urban,West,Total,535451,3754
1995,6075,San Francisco,urban,West,Total,539173,3646
1996,6075,San Francisco,urban,West,Total,546597,3382
1997,6075,San Francisco,urban,West,Total,557666,3120
1998,6075,San Francisco,urban,West,Total,567289,2873
1999,6075,San Francisco,urban,West,Total,573477,2727
2000,6075,San Francisco,urban,West,Total,577828,2511
2001,6075,San Francisco,urban,West,Total,581606,2368
2002,6075,San Francisco,urban,West,Total,574585,2212
2003,6075,San Francisco,urban,West,Total,569023,1986
2004,6075,San Francisco,urban,West,Total,565911,1864
2005,6075,San Francisco,urban,West,Total,568106,1855
2006,6075,San Francisco,urban,West,Total,575049,1821
2007,6075,San Francisco,urban,West,Total,584032,1712
2008,6075,San Francisco,urban,West,Total,594735,1785
2009,6075,San Francisco,urban,West,Total,603335,1748
2010,6075,San Francisco,urban,West,Total,605404,1658
2011,6075,San Francisco,urban,West,Total,605221,1394
2012,6075,San Francisco,urban,West,Total,611653,1208
2013,6075,San Francisco,urban,West,Total,619704,1117
2014,6075,San Francisco,urban,West,Total,624754,1019
2015,6075,San Francisco,urban,West,Total,630912,979
1991,6077,San Joaquin,small/mid,West,Total,308102,1672
